order_id,customer_id,order_date,product_category,quantity,unit_price,total_amount,payment_method,returned
ORD-10107,CUST-2049,2022-04-08,Home & Garden,2,88.02,176.04,credit_card,0
ORD-10108,CUST-2754,2022-04-09,Home & Garden,3,65.78,197.34,paypal,0
ORD-10109,CUST-4374,2022-04-10,Home & Garden,1,53.3,53.3,credit_card,0
ORD-10110,CUST-4845,2022-04-11,Books,2,22.47,44.94,paypal,0
ORD-10111,CUST-2555,2022-04-12,Books,1,25.45,25.45,credit_card,0
ORD-10112,CUST-2580,2022-04-13,Beauty,1,26.42,26.42,paypal,0
ORD-10113,CUST-1516,2022-04-14,Electronics,1,162.53,162.53,credit_card,1
ORD-10114,CUST-3182,2022-04-15,Books,1,26.12,26.12,credit_card,0
ORD-10115,CUST-1959,2022-04-15,Electronics,2,125.13,250.26,debit_card,0
ORD-10116,CUST-4278,2022-04-16,Sports,1,30.32,30.32,credit_card,0
ORD-10117,CUST-3138,2022-04-17,Books,2,8.48,16.96,paypal,0
ORD-10118,CUST-1887,2022-04-18,Home & Garden,3,62.46,187.38,credit_card,0
ORD-10119,CUST-4665,2022-04-19,Sports,1,42.54,42.54,credit_card,0
ORD-10120,CUST-4261,2022-04-20,Home & Garden,1,64.57,64.57,credit_card,0
ORD-10121,CUST-2202,2022-04-21,Clothing,1,91.63,91.63,debit_card,0
ORD-10122,CUST-1480,2022-04-22,Home & Garden,1,33.64,33.64,credit_card,0
ORD-10123,CUST-2057,2022-04-23,Electronics,5,159.65,798.25,credit_card,0
ORD-10124,CUST-2506,2022-04-24,Beauty,2,74.12,148.24,paypal,1
ORD-10125,CUST-2626,2022-04-25,Sports,2,104.69,209.38,credit_card,0
ORD-10126,CUST-4289,2022-04-25,Sports,1,76.76,76.76,debit_card,0
ORD-10127,CUST-4871,2022-04-26,Beauty,2,37.49,74.98,bank_transfer,0
ORD-10128,CUST-3989,2022-04-27,Sports,2,105.46,210.92,paypal,0
ORD-10129,CUST-4380,2022-04-28,Home & Garden,1,125.87,125.87,credit_card,0
ORD-10130,CUST-1500,2022-04-29,Electronics,1,141.78,141.78,credit_card,0
ORD-10131,CUST-1598,2022-04-30,Clothing,1,38.33,38.33,bank_transfer,1
ORD-10132,CUST-4632,2022-05-01,Beauty,1,17.94,17.94,paypal,0
ORD-10133,CUST-3455,2022-05-02,Beauty,3,41.65,124.95,credit_card,0
ORD-10134,CUST-1942,2022-05-03,Sports,2,39.4,78.8,bank_transfer,0
ORD-10135,CUST-4167,2022-05-04,Electronics,1,146.61,146.61,bank_transfer,0
ORD-10136,CUST-1699,2022-05-05,Electronics,4,114.57,458.28,credit_card,0
ORD-10137,CUST-4072,2022-05-05,Beauty,1,57.19,57.19,credit_card,0
ORD-10138,CUST-4532,2022-05-06,Electronics,1,143.4,143.4,paypal,0
ORD-10139,CUST-2955,2022-05-07,Books,4,25.49,101.96,debit_card,0
ORD-10140,CUST-3625,2022-05-08,Clothing,3,19.71,59.13,paypal,0
ORD-10141,CUST-3927,2022-05-09,Clothing,2,57.89,115.78,credit_card,0
ORD-10142,CUST-4521,2022-05-10,Books,1,11.41,11.41,credit_card,0
ORD-10143,CUST-3334,2022-05-11,Beauty,4,33.19,132.76,credit_card,0
ORD-10144,CUST-2173,2022-05-12,Sports,2,169.6,339.2,credit_card,1
ORD-10145,CUST-1805,2022-05-13,Home & Garden,2,102.97,205.94,debit_card,1
ORD-10146,CUST-2422,2022-05-14,Home & Garden,1,71.15,71.15,credit_card,1
ORD-10147,CUST-1224,2022-05-15,Beauty,1,91.18,91.18,credit_card,0
ORD-10148,CUST-3794,2022-05-16,Books,3,13.95,41.85,debit_card,0
ORD-10149,CUST-2477,2022-05-16,Home & Garden,3,109.96,329.88,credit_card,0
ORD-10150,CUST-3846,2022-05-17,Books,2,8.51,17.02,credit_card,0
ORD-10151,CUST-1247,2022-05-18,Clothing,1,49.63,49.63,bank_transfer,0
ORD-10152,CUST-2287,2022-05-19,Electronics,2,82.96,165.92,credit_card,0
ORD-10153,CUST-2580,2022-05-20,Beauty,1,44.12,44.12,debit_card,1
ORD-10154,CUST-1350,2022-05-21,Books,1,22.49,22.49,credit_card,0
ORD-10155,CUST-4315,2022-05-22,Electronics,1,157.85,157.85,credit_card,0
ORD-10156,CUST-3390,2022-05-23,Clothing,1,79.03,79.03,paypal,0
ORD-10157,CUST-4377,2022-05-24,Beauty,2,30.93,61.86,credit_card,0
ORD-10158,CUST-4207,2022-05-25,Books,1,24.88,24.88,paypal,1
ORD-10159,CUST-1136,2022-05-26,Books,1,29.22,29.22,credit_card,0
ORD-10160,CUST-4461,2022-05-26,Electronics,3,73.21,219.63,paypal,0
ORD-10161,CUST-1278,2022-05-27,Beauty,2,28.03,56.06,credit_card,1
ORD-10162,CUST-4484,2022-05-28,Beauty,1,40.86,40.86,debit_card,0
ORD-10163,CUST-3679,2022-05-29,Home & Garden,1,93.9,93.9,paypal,0
ORD-10164,CUST-4277,2022-05-30,Clothing,2,86.27,172.54,paypal,0
ORD-10165,CUST-2999,2022-05-31,Sports,1,82.23,82.23,credit_card,0
ORD-10166,CUST-1640,2022-06-01,Sports,1,78.61,78.61,paypal,0
ORD-10167,CUST-1597,2022-06-02,Sports,1,58.59,58.59,paypal,0
ORD-10168,CUST-1474,2022-06-03,Beauty,1,45.28,45.28,credit_card,1
ORD-10169,CUST-4222,2022-06-04,Books,2,19.39,38.78,paypal,0
ORD-10170,CUST-3134,2022-06-05,Clothing,1,48.97,48.97,credit_card,0
ORD-10171,CUST-1865,2022-06-06,Home & Garden,1,72.18,72.18,credit_card,0
ORD-10172,CUST-1499,2022-06-06,Sports,1,109.86,109.86,paypal,0
ORD-10173,CUST-1312,2022-06-07,Clothing,1,42.6,42.6,credit_card,0
ORD-10174,CUST-2032,2022-06-08,Clothing,1,38.01,38.01,credit_card,0
ORD-10175,CUST-3998,2022-06-09,Sports,3,105.54,316.62,paypal,0
ORD-10176,CUST-4569,2022-06-10,Home & Garden,1,15.77,15.77,paypal,0
ORD-10177,CUST-3432,2022-06-11,Sports,1,68.27,68.27,credit_card,0
ORD-10178,CUST-4982,2022-06-12,Electronics,1,97.11,97.11,credit_card,0
ORD-10179,CUST-2577,2022-06-13,Clothing,2,81.47,162.94,credit_card,0
ORD-10180,CUST-2330,2022-06-14,Clothing,1,45.3,45.3,paypal,0
ORD-10181,CUST-3770,2022-06-15,Sports,4,69.81,279.24,credit_card,0
ORD-10182,CUST-1538,2022-06-16,Sports,2,88.25,176.5,paypal,0
ORD-10183,CUST-4645,2022-06-16,Home & Garden,1,57.14,57.14,debit_card,0
ORD-10184,CUST-4120,2022-06-17,Home & Garden,2,62.92,125.84,bank_transfer,0
ORD-10185,CUST-1136,2022-06-18,Electronics,1,186.99,186.99,credit_card,0
ORD-10186,CUST-1748,2022-06-19,Sports,4,74.81,299.24,credit_card,0
ORD-10187,CUST-3510,2022-06-20,Beauty,4,33.13,132.52,credit_card,0
ORD-10188,CUST-3954,2022-06-21,Sports,1,53.63,53.63,credit_card,0
ORD-10189,CUST-1872,2022-06-22,Clothing,2,29.62,59.24,credit_card,0
ORD-10190,CUST-3987,2022-06-23,Books,1,22.53,22.53,debit_card,0
ORD-10191,CUST-2896,2022-06-24,Clothing,1,61.75,61.75,credit_card,0
ORD-10192,CUST-3700,2022-06-25,Electronics,2,77.17,154.34,credit_card,0
ORD-10193,CUST-2695,2022-06-26,Electronics,4,234.72,938.88,paypal,0
ORD-10194,CUST-2816,2022-06-27,Electronics,1,235.01,235.01,bank_transfer,0
ORD-10195,CUST-2559,2022-06-27,Electronics,2,250.18,500.36,credit_card,0
ORD-10196,CUST-1627,2022-06-28,Sports,2,100.8,201.6,debit_card,0
ORD-10197,CUST-1761,2022-06-29,Clothing,1,69.02,69.02,debit_card,0
ORD-10198,CUST-1670,2022-06-30,Sports,2,168.66,337.32,credit_card,0
ORD-10199,CUST-4210,2022-07-01,Beauty,2,35.18,70.36,paypal,0
ORD-10200,CUST-2693,2022-07-02,Books,2,12.8,25.6,credit_card,0
ORD-10201,CUST-2518,2022-07-03,Home & Garden,5,28.98,144.9,credit_card,0
ORD-10202,CUST-4422,2022-07-04,Sports,1,153.2,153.2,credit_card,0
ORD-10203,CUST-4548,2022-07-05,Electronics,1,307.35,307.35,credit_card,0
ORD-10204,CUST-1935,2022-07-06,Home & Garden,1,47.26,47.26,paypal,0
ORD-10205,CUST-2418,2022-07-07,Home & Garden,1,53.18,53.18,debit_card,0
ORD-10206,CUST-2646,2022-07-07,Sports,1,78.34,78.34,credit_card,0
ORD-10207,CUST-4358,2022-07-08,Sports,3,134.07,402.21,paypal,0
ORD-10208,CUST-3686,2022-07-09,Sports,1,43.66,43.66,credit_card,0
ORD-10209,CUST-3177,2022-07-10,Sports,2,19.2,38.4,credit_card,0
ORD-10210,CUST-1940,2022-07-11,Home & Garden,1,140.03,140.03,paypal,0
ORD-10211,CUST-2542,2022-07-12,Sports,1,101.25,101.25,credit_card,0
ORD-10212,CUST-1115,2022-07-13,Beauty,3,47.27,141.81,debit_card,0
ORD-10213,CUST-3816,2022-07-14,Home & Garden,2,68.85,137.7,credit_card,0
ORD-10214,CUST-4675,2022-07-15,Beauty,1,47.45,47.45,debit_card,0
ORD-10215,CUST-4146,2022-07-16,Beauty,4,15.77,63.08,credit_card,1
ORD-10216,CUST-2237,2022-07-17,Home & Garden,1,49.77,49.77,credit_card,0
ORD-10217,CUST-2930,2022-07-17,Electronics,1,187.57,187.57,debit_card,0
ORD-10218,CUST-4830,2022-07-18,Clothing,1,5.04,5.04,paypal,0
ORD-10219,CUST-2701,2022-07-19,Sports,2,79.11,158.22,credit_card,0
ORD-10220,CUST-4356,2022-07-20,Electronics,1,153.78,153.78,debit_card,0
ORD-10221,CUST-3309,2022-07-21,Home & Garden,3,65.92,197.76,credit_card,0
ORD-10222,CUST-2995,2022-07-22,Books,1,17.15,17.15,credit_card,0
ORD-10223,CUST-3340,2022-07-23,Beauty,1,24.07,24.07,credit_card,0
ORD-10224,CUST-1894,2022-07-24,Sports,3,24.41,73.23,paypal,0
ORD-10225,CUST-2701,2022-07-25,Sports,1,95.21,95.21,paypal,0
ORD-10226,CUST-2217,2022-07-26,Clothing,1,48.4,48.4,debit_card,0
ORD-10227,CUST-4030,2022-07-27,Electronics,1,80.98,80.98,paypal,0
ORD-10228,CUST-3449,2022-07-28,Books,1,22.55,22.55,credit_card,0
ORD-10229,CUST-2598,2022-07-28,Electronics,1,158.76,158.76,credit_card,0
ORD-10230,CUST-4290,2022-07-29,Home & Garden,1,61.17,61.17,credit_card,0
ORD-10231,CUST-2811,2022-07-30,Beauty,2,5.49,10.98,paypal,0
ORD-10232,CUST-4813,2022-07-31,Home & Garden,1,95.48,95.48,credit_card,0
ORD-10233,CUST-3421,2022-08-01,Books,1,11.15,11.15,paypal,0
ORD-10234,CUST-4542,2022-08-02,Books,2,22.56,45.12,paypal,0
ORD-10235,CUST-4947,2022-08-03,Sports,1,60.9,60.9,debit_card,0
ORD-10236,CUST-2307,2022-08-04,Home & Garden,2,63.34,126.68,credit_card,0
ORD-10237,CUST-2042,2022-08-05,Home & Garden,2,109.57,219.14,credit_card,1
ORD-10238,CUST-4342,2022-08-06,Electronics,1,218.28,218.28,debit_card,1
ORD-10239,CUST-1927,2022-08-07,Books,1,31.94,31.94,paypal,1
ORD-10240,CUST-4008,2022-08-07,Clothing,1,62.27,62.27,credit_card,0
ORD-10241,CUST-1707,2022-08-08,Home & Garden,1,86.88,86.88,paypal,0
ORD-10242,CUST-4479,2022-08-09,Sports,1,25.88,25.88,debit_card,0
ORD-10243,CUST-3757,2022-08-10,Electronics,2,157.14,314.28,credit_card,0
ORD-10244,CUST-3084,2022-08-11,Home & Garden,2,68.25,136.5,debit_card,0
ORD-10245,CUST-2796,2022-08-12,Electronics,1,268.1,268.1,credit_card,0
ORD-10246,CUST-3549,2022-08-13,Clothing,4,43.86,175.44,bank_transfer,0
ORD-10247,CUST-2554,2022-08-14,Electronics,1,199.07,199.07,credit_card,0
ORD-10248,CUST-2591,2022-08-15,Electronics,3,196.25,588.75,credit_card,0
ORD-10249,CUST-1816,2022-08-16,Beauty,3,58.52,175.56,credit_card,0
ORD-10250,CUST-1631,2022-08-17,Beauty,1,37.86,37.86,debit_card,0
ORD-10251,CUST-4564,2022-08-18,Sports,1,119.8,119.8,bank_transfer,1
ORD-10252,CUST-3996,2022-08-18,Books,1,7.0,7.0,credit_card,0
ORD-10253,CUST-2772,2022-08-19,Sports,4,31.9,127.6,credit_card,0
ORD-10254,CUST-4326,2022-08-20,Beauty,1,5.0,5.0,credit_card,0
ORD-10255,CUST-3430,2022-08-21,Home & Garden,3,98.58,295.74,credit_card,1
ORD-10256,CUST-3396,2022-08-22,Electronics,1,228.5,228.5,debit_card,0
ORD-10257,CUST-1450,2022-08-23,Sports,1,122.29,122.29,credit_card,0
ORD-10258,CUST-3153,2022-08-24,Beauty,2,29.16,58.32,bank_transfer,0
ORD-10259,CUST-1431,2022-08-25,Clothing,1,42.6,42.6,debit_card,0
ORD-10260,CUST-3735,2022-08-26,Home & Garden,1,71.37,71.37,credit_card,0
ORD-10261,CUST-1269,2022-08-27,Clothing,4,86.76,347.04,paypal,0
ORD-10262,CUST-3056,2022-08-28,Clothing,1,92.26,92.26,bank_transfer,0
ORD-10263,CUST-2469,2022-08-28,Sports,4,118.58,474.32,debit_card,0
ORD-10264,CUST-1523,2022-08-29,Clothing,5,62.28,311.4,paypal,0
ORD-10265,CUST-2891,2022-08-30,Beauty,1,61.37,61.37,credit_card,0
ORD-10266,CUST-1802,2022-08-31,Sports,1,80.79,80.79,credit_card,0
ORD-10267,CUST-1978,2022-09-01,Electronics,1,151.85,151.85,debit_card,0
ORD-10268,CUST-4559,2022-09-02,Sports,2,85.36,170.72,credit_card,0
ORD-10269,CUST-2398,2022-09-03,Sports,5,54.77,273.85,paypal,0
ORD-10270,CUST-2615,2022-09-04,Home & Garden,3,69.75,209.25,paypal,0
ORD-10271,CUST-1025,2022-09-05,Home & Garden,4,41.48,165.92,credit_card,0
ORD-10272,CUST-2202,2022-09-06,Sports,1,126.9,126.9,credit_card,0
ORD-10273,CUST-2404,2022-09-07,Home & Garden,1,91.31,91.31,credit_card,0
ORD-10274,CUST-3876,2022-09-07,Electronics,1,282.93,282.93,debit_card,0
ORD-10275,CUST-1476,2022-09-08,Clothing,3,19.16,57.48,credit_card,0
ORD-10276,CUST-4719,2022-09-09,Clothing,1,96.84,96.84,credit_card,0
ORD-10277,CUST-1513,2022-09-10,Books,1,8.16,8.16,bank_transfer,0
ORD-10278,CUST-3611,2022-09-11,Electronics,1,93.72,93.72,paypal,0
ORD-10279,CUST-1018,2022-09-12,Books,1,16.54,16.54,paypal,0
ORD-10280,CUST-4278,2022-09-13,Home & Garden,1,114.23,114.23,debit_card,0
ORD-10281,CUST-3785,2022-09-14,Sports,1,98.12,98.12,credit_card,0
ORD-10282,CUST-4350,2022-09-15,Home & Garden,3,67.69,203.07,bank_transfer,0
ORD-10283,CUST-4725,2022-09-16,Beauty,2,27.32,54.64,debit_card,0
ORD-10284,CUST-4335,2022-09-17,Beauty,1,17.99,17.99,credit_card,0
ORD-10285,CUST-3486,2022-09-18,Electronics,2,261.55,523.1,credit_card,0
ORD-10286,CUST-4353,2022-09-18,Books,1,29.03,29.03,credit_card,0
ORD-10287,CUST-1384,2022-09-19,Electronics,2,277.38,554.76,paypal,0
ORD-10288,CUST-3580,2022-09-20,Sports,1,104.29,104.29,paypal,0
ORD-10289,CUST-4958,2022-09-21,Books,2,5.0,10.0,paypal,1
ORD-10290,CUST-2508,2022-09-22,Clothing,1,27.62,27.62,bank_transfer,0
ORD-10291,CUST-4902,2022-09-23,Clothing,1,65.23,65.23,paypal,0
ORD-10292,CUST-3026,2022-09-24,Home & Garden,2,63.91,127.82,debit_card,0
ORD-10293,CUST-2872,2022-09-25,Sports,2,69.88,139.76,paypal,0
ORD-10294,CUST-2200,2022-09-26,Sports,2,50.28,100.56,paypal,1
ORD-10295,CUST-1431,2022-09-27,Electronics,1,248.23,248.23,credit_card,0
ORD-10296,CUST-4505,2022-09-28,Clothing,1,65.04,65.04,paypal,0
ORD-10297,CUST-3882,2022-09-28,Home & Garden,2,90.04,180.08,paypal,0
ORD-10298,CUST-2600,2022-09-29,Books,1,16.42,16.42,credit_card,0
ORD-10299,CUST-4845,2022-09-30,Electronics,1,192.69,192.69,debit_card,0
ORD-10300,CUST-1735,2022-10-01,Clothing,1,25.57,25.57,credit_card,0
ORD-10301,CUST-4114,2022-10-02,Beauty,1,37.92,37.92,credit_card,0
ORD-10302,CUST-2808,2022-10-03,Home & Garden,1,5.0,5.0,debit_card,0
ORD-10303,CUST-3496,2022-10-04,Sports,1,33.55,33.55,credit_card,0
ORD-10304,CUST-1148,2022-10-05,Home & Garden,2,65.33,130.66,paypal,0
ORD-10305,CUST-3443,2022-10-06,Home & Garden,2,146.25,292.5,paypal,0
ORD-10306,CUST-3716,2022-10-07,Books,2,6.15,12.3,credit_card,0
ORD-10307,CUST-4911,2022-10-08,Clothing,2,27.64,55.28,credit_card,0
ORD-10308,CUST-2384,2022-10-09,Clothing,1,59.77,59.77,credit_card,0
ORD-10309,CUST-1292,2022-10-09,Beauty,4,68.31,273.24,credit_card,0
ORD-10310,CUST-1246,2022-10-10,Beauty,2,43.23,86.46,paypal,0
ORD-10311,CUST-1598,2022-10-11,Sports,1,115.28,115.28,credit_card,0
ORD-10312,CUST-2197,2022-10-12,Electronics,1,155.69,155.69,bank_transfer,0
ORD-10313,CUST-4323,2022-10-13,Electronics,2,143.24,286.48,credit_card,0
ORD-10314,CUST-1780,2022-10-14,Electronics,2,185.92,371.84,credit_card,0
ORD-10315,CUST-1580,2022-10-15,Beauty,2,29.47,58.94,debit_card,0
ORD-10316,CUST-1127,2022-10-16,Sports,2,116.07,232.14,paypal,1
ORD-10317,CUST-2533,2022-10-17,Home & Garden,4,26.81,107.24,paypal,0
ORD-10318,CUST-3413,2022-10-18,Beauty,4,54.24,216.96,paypal,0
ORD-10319,CUST-2125,2022-10-19,Electronics,2,182.83,365.66,debit_card,0
ORD-10320,CUST-2981,2022-10-19,Home & Garden,4,68.56,274.24,credit_card,0
ORD-10321,CUST-1973,2022-10-20,Electronics,4,61.71,246.84,credit_card,0
ORD-10322,CUST-4200,2022-10-21,Clothing,1,33.44,33.44,bank_transfer,0
ORD-10323,CUST-1102,2022-10-22,Beauty,2,59.18,118.36,credit_card,0
ORD-10324,CUST-1802,2022-10-23,Beauty,1,36.66,36.66,paypal,0
